,region,price_sold_sek,number_of_rooms,area_size,floor_number,has_elevator,year_built,annual_fee_sek,annual_cost_sek,broker,brokerage_firm,region_processed_bromma,region_processed_centrala sundbyberg,region_processed_gröndal,region_processed_hammarby sjöstad,region_processed_kungsholmen,region_processed_råsunda,region_processed_södermalm,region_processed_vasastan,region_processed_årsta,region_processed_östermalm,has_balcony_nej,has_balcony_unknown,cleaned_floor_number,brokerage_firm_processed_erik olsson fastighetsförmedling,brokerage_firm_processed_fastighetsbyrån stockholm - södermalm,brokerage_firm_processed_länsförsäkringar fastighetsförmedling solna,brokerage_firm_processed_notar,brokerage_firm_processed_tradition mäkleri
1424,södermalm,7550000,2.0,64,2 av 3,True,1887.0,3987,6600,charlotta larsson,tradition mäkleri,False,False,False,False,False,False,True,False,False,False,False,False,2.0,False,False,False,False,True
1425,abrahamsberg,2560000,2.0,40,2 av 3,True,1944.0,2054,6564,linn johansson,mäklarhuset bromma,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
1426,kungsholmen,10650000,4.0,110,0,True,1932.0,3741,4600,beatrice anderberg,tradition mäkleri,False,False,False,False,True,False,False,False,False,False,True,False,0.0,False,False,False,False,True
1427,bromma åkeslund,2800000,3.0,485,2 av 3,True,1942.0,3402,3240,isak oddsson,husmanhagberg bromma,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
1428,barkarbystaden,1550000,1.0,33,1 av 6,True,2014.0,1967,3060,dragan grymalm,länsförsäkringar fastighetsförmedling järfälla,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False
1431,vega,3275000,3.0,755,2 av 4,True,2019.0,4926,8680,gullus uzel,fastighetsbyrån haninge,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
1432,arenastaden,3300000,2.0,51,8 av 20,True,2014.0,2597,9120,jennifer törnkvist,fastighetsbyrån solna,False,False,False,False,False,False,False,False,False,False,False,False,8.0,False,False,False,False,False
1433,kungsholmen,5200000,3.0,62,unknown,False,1980.0,2893,0,david garrett,bjurfors kungsholmen,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,False,False
1434,högdalen,2620000,3.0,745,2 av 3,True,1956.0,4449,4500,robin modarresi,fastighetsbyrån farsta/ högdalen/ skogås,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False
1435,södermalm högalid,2940000,1.0,295,0,True,1928.0,2034,0,elsy abou akl,bjurfors södermalm,False,False,False,False,False,False,False,False,False,False,True,False,0.0,False,False,False,False,False
1436,brotorp,2580000,2.0,56,2 av 5,True,2018.0,3747,0,mirza licina,länsförsäkringar fastighetsförmedling solna,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,True,False,False
1438,viksjö,1825000,2.0,68,3 av 6,True,1968.0,4713,5400,kevin norai,länsförsäkringar fastighetsförmedling järfälla,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
1439,telefonplan,3000000,3.0,58,2 av 3,True,1944.0,4568,9360,kajsa svensson,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,False,False,2.0,True,False,False,False,False
1440,vasastan,2900000,1.0,315,6 av 10,True,2023.0,2330,2748,andreas ångström,fastighetsbyrån stockholm - vasastan,False,False,False,False,False,False,False,True,False,False,False,False,6.0,False,False,False,False,False
1441,kummelby,4370000,4.0,1056,1 av 3,True,2009.0,6623,9024,victoria nyblom,länsförsäkringar fastighetsförmedling sollentuna,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
1442,vasastan,3210000,1.0,28,4 av 5,True,1929.0,1682,6384,nathalie hammarström,fastighetsbyrån stockholm - vasastan,False,False,False,False,False,False,False,True,False,False,False,True,4.0,False,False,False,False,False
1444,ljusterö,1500000,3.0,60,1,True,2020.0,3118,7536,patrik wallenberg,länsförsäkringar fastighetsförmedling österåker,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
1445,östermalm,8000000,3.0,65,5 av 6,True,1969.0,2697,12000,richard petersson,fastighetsbyrån stockholm – östermalm,False,False,False,False,False,False,False,False,False,True,False,False,5.0,False,False,False,False,False
1446,liljeholmskajen,5800000,3.0,73,2 av 6,True,2006.0,4156,0,nicklas talvitie,notar,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,True,False
1447,täby park,1850000,1.0,29,2 av 5,True,2023.0,1935,4200,anton sandberg,mohv täby,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
1448,sundbyberg,7200000,4.0,85,9 av 15,True,2014.0,4446,0,alexander langer,länsförsäkringar fastighetsförmedling sundbyberg,False,False,False,False,False,False,False,False,False,False,False,False,9.0,False,False,False,False,False
1449,norra frösunda/ritorp,5100000,3.0,97,2 av 3,True,1911.0,6249,4680,aleidon adam,länsförsäkringar fastighetsförmedling solna,False,False,False,False,False,False,False,False,False,False,True,False,2.0,False,False,True,False,False
1451,ekeby,1975000,2.0,55,1 av 2,True,1992.0,4331,6200,erik laggar,fastighetsbyrån vallentuna,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False
1452,sköndal,3275000,3.0,80,6 av 6,True,2006.0,6595,0,nina eklund,svenska mäklarhuset farsta,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False
1453,södermalm,6950000,3.0,81,2 av 5,True,1981.0,3075,7200,saki carapanos,södermäklarna,False,False,False,False,False,False,True,False,False,False,False,False,2.0,False,False,False,False,False
1454,segeltorp,3100000,3.0,78,2 av 3,True,2012.0,5203,9300,caroz hassan,länsförsäkringar fastighetsförmedling huddinge,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
1455,södermalm,3050000,1.0,40,1,True,1927.0,2283,0,magnus jonzon,notar,False,False,False,False,False,False,True,False,False,False,True,False,1.0,False,False,False,True,False
1456,mariehäll,6195000,4.0,95,3 av 3,True,2018.0,5260,22796,christian karatas,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,False,False,3.0,True,False,False,False,False
1457,lilla alby,5860000,3.0,745,5 av 7,True,2017.0,4210,0,tobias franzén,länsförsäkringar fastighetsförmedling solna,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,True,False,False
1458,sjöberg,4250000,3.0,91,7 av 7,True,1989.0,5565,4168,hanna spejare,fastighetsbyrån sollentuna,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False
1459,vasastan,7995000,3.0,78,1 av 5,True,1913.0,3386,0,robert ljungström,fastighetsbyrån stockholm - vasastan,False,False,False,False,False,False,False,True,False,False,False,True,1.0,False,False,False,False,False
1460,skytteholm,3300000,2.0,63,3 av 4,True,1977.0,3998,0,jonathan rappel,länsförsäkringar fastighetsförmedling solna,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,True,False,False
1461,sollentuna centrum,1950000,1.0,31,3,True,2021.0,2393,5400,viktor ekman,bjurfors sollentuna,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
1462,hagsätra,2100000,2.0,50,5 av 8,True,1959.0,4245,3200,jessica holappa,husmanhagberg hägersten,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False
1463,vasastan,4300000,2.0,464,2 av 5,True,1929.0,1172,7392,william halmstrand,widerlöv vasastan/östermalm,False,False,False,False,False,False,False,True,False,False,True,False,2.0,False,False,False,False,False
1464,hässelby norra villastad,1700000,2.0,41,2 av 3,True,2020.0,3169,5287,emelie clarberg,husmanhagberg vällingby/hässelby/spånga,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
1465,kungsholmen,5200000,2.0,60,6 av 9,True,1986.0,3151,0,tolgay erdinc,länsförsäkringar fastighetsförmedling stockholm - kungsholmen,False,False,False,False,True,False,False,False,False,False,False,False,6.0,False,False,False,False,False
1466,midsommarkransen/telefonplan,2250000,1.0,241,3 av 3,True,1939.0,1850,0,cecilia björklund,svenska mäklarhuset hägersten/liljeholmen,False,False,False,False,False,False,False,False,False,False,True,False,3.0,False,False,False,False,False
1468,södermalm maria,3550000,1.0,31,4 av 5,True,1932.0,1519,2364,elsy abou akl,bjurfors södermalm,False,False,False,False,False,False,False,False,False,False,True,False,4.0,False,False,False,False,False
1469,gamla filmstaden,7725000,5.0,1095,unknown,False,2008.0,6838,15636,pasha sabouri,notar,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,True,False
1470,hammarby sjöstad,4710000,2.0,625,7 av 8,True,2016.0,3777,0,hanna parwén,notar,False,False,False,True,False,False,False,False,False,False,False,False,7.0,False,False,False,True,False
1471,råsunda,2350000,1.0,31,1 av 5,True,1942.0,2453,6500,ebba henriksson,svenska mäklarhuset solna,False,False,False,False,False,True,False,False,False,False,True,False,1.0,False,False,False,False,False
1472,gärdet,5100000,2.0,55,unknown,False,1938.0,2508,0,mourad tajiou,notar,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False
1473,centrala sundbyberg (lilla alby),3450000,2.0,53,3 av 3,True,1947.0,3730,0,johanna markbäck zeilon,husmanhagberg sundbyberg,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
1474,farsta,2340000,2.0,56,4 av 5,True,2009.0,4271,0,william wallsén,bjurfors hammarby/skarpnäck & farsta,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
1475,vasastan,6400000,2.0,59,1 av 4,True,1906.0,2442,0,erik lundkvist,widerlöv kungsholmen,False,False,False,False,False,False,False,True,False,False,False,False,1.0,False,False,False,False,False
1476,södermalm högalid,7000000,2.0,69,4 av 6,True,1927.0,3204,0,ellen ingman,bjurfors södermalm,False,False,False,False,False,False,False,False,False,False,True,False,4.0,False,False,False,False,False
1477,bergshamra,3800000,3.0,66,2,True,1953.0,3567,9240,julia laitinen,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,False,False,2.0,True,False,False,False,False
1478,råsunda,2950000,2.0,37,7 av 7,True,2019.0,2211,0,tobias franzén,länsförsäkringar fastighetsförmedling solna,False,False,False,False,False,True,False,False,False,False,True,False,7.0,False,False,True,False,False
1479,beckomberga,2400000,3.0,72,1 av 4,True,1996.0,5816,7560,jasmine engberg,länsförsäkringar fastighetsförmedling stockholm - bromma,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
1480,sundbyberg centrum,2795000,2.0,415,1 av 5,True,2012.0,3313,0,fredrik eriksson,länsförsäkringar fastighetsförmedling sundbyberg,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False
1481,midsommarkransen,2775000,1.0,25,4 av 4,True,1929.0,1213,8526,gabriel asadour,historiska hem,False,False,False,False,False,False,False,False,False,False,True,False,4.0,False,False,False,False,False
1482,kungsholmen,5850000,3.0,70,2 av 7,True,1942.0,2492,0,tolgay erdinc,länsförsäkringar fastighetsförmedling stockholm - kungsholmen,False,False,False,False,True,False,False,False,False,False,False,False,2.0,False,False,False,False,False
1483,östermalm,5775000,2.0,49,2 av 6,True,1929.0,2402,0,jan borild,tradition mäkleri,False,False,False,False,False,False,False,False,False,True,False,False,2.0,False,False,False,False,True
1484,skogås,1600000,2.0,658,4 av 4,True,1965.0,3584,0,max stendahl,skandiamäklarna trångsund/skogås/sköndal,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
1485,barkarby,2750000,2.0,64,4,True,2018.0,4842,0,egor peshkov,svensk fastighetsförmedling järfälla,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
1487,södermalm,7550000,3.0,67,2,True,1929.0,4501,7080,jonas hansson,unika hem fastighetsmäkleri,False,False,False,False,False,False,True,False,False,False,False,False,2.0,False,False,False,False,False
1488,gullmarsplan,4640000,2.0,67,3 av 8,True,1945.0,3574,0,marie bertilsson,svensk fastighetsförmedling globen,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
1489,midsommarkransen/telefonplan,3540000,3.0,51,1 av 3,True,1939.0,3428,8640,ida helmerius,svensk fastighetsförmedling hägersten-liljeholmen,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False
1490,skogalund,3500000,3.0,77,1 av 2,True,2005.0,5194,10404,gustav stenberg,skandiamäklarna nacka,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
1491,vasastan,4350000,2.0,42,2 av 4,True,1924.0,3376,0,otilia håkansson,fastighetsbyrån stockholm - vasastan,False,False,False,False,False,False,False,True,False,False,False,True,2.0,False,False,False,False,False
1492,huvudsta,4120000,3.0,865,4 av 7,True,1966.0,5324,10200,johanna ekberg,svensk fastighetsförmedling solna,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
1494,västra kungsholmen,5875000,3.0,75,5 av 8,True,2012.0,4022,10560,lisa kalin,diplomat fastighetmäkleri,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False
1495,vasastan,6560000,2.0,59,4,True,1900.0,2733,9000,joakim andersson,skandiamäklarna stockholm vasastan,False,False,False,False,False,False,False,True,False,False,False,True,4.0,False,False,False,False,False
1496,aspudden,5100000,3.0,74,3 av 3,False,1949.0,4222,7800,anders ångström,svensk fastighetsförmedling hägersten-liljeholmen,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
1497,vasastan,11600000,3.0,98,5 av 5,True,1902.0,4829,0,sam öhrn,svensk fastighetsförmedling sthlm vasastan,False,False,False,False,False,False,False,True,False,False,False,True,5.0,False,False,False,False,False
1498,farsta,2275000,2.0,585,6 av 8,True,1957.0,3347,4200,marie bertilsson,svensk fastighetsförmedling farsta-enskede,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False
1499,nykvarn,2300000,3.0,63,1 av 3,True,2023.0,4884,6000,ida olheim,svensk fastighetsförmedling södertälje,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
1500,bromma,2595000,2.0,59,1 av 7,True,2016.0,3950,5892,andreas pettersson,notar,True,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,True,False
1501,gärdet,5195000,2.0,51,1 av 5,False,1938.0,3420,9000,emil hoffman,blumenthalhoffman fastighetsmäkleri,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False
1502,hjorthagen,10500000,5.0,120,unknown,False,1929.0,3773,0,sandra hansson,notar,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False
1503,kungsholmen,9950000,3.0,87,5 av 5,True,1913.0,4227,4788,daniella töre,notar,False,False,False,False,True,False,False,False,False,False,True,False,5.0,False,False,False,True,False
